roll_no,name,branch,year,course_code,email
2026CE1873,Student_Name_873,CE,1,CE101,student873@college.edu
2026CS1874,Student_Name_874,CS,1,CS401,student874@college.edu
2026CS1875,Student_Name_875,CS,1,CS401,student875@college.edu
2026CE1876,Student_Name_876,CE,3,CE101,student876@college.edu
2026ME1877,Student_Name_877,ME,1,ME205,student877@college.edu
2026CS1878,Student_Name_878,CS,1,CS401,student878@college.edu
2026ME1879,Student_Name_879,ME,1,ME205,student879@college.edu
2026IT1880,Student_Name_880,IT,2,IT302,student880@college.edu
2026CS1881,Student_Name_881,CS,4,CS401,student881@college.edu
2026CE1882,Student_Name_882,CE,4,CE101,student882@college.edu
2026ME1883,Student_Name_883,ME,4,ME205,student883@college.edu
2026ME1884,Student_Name_884,ME,3,ME205,student884@college.edu
2026IT1885,Student_Name_885,IT,3,IT302,student885@college.edu
2026EE1886,Student_Name_886,EE,1,EE408,student886@college.edu
2026IT1887,Student_Name_887,IT,2,IT302,student887@college.edu
2026IT1888,Student_Name_888,IT,4,IT302,student888@college.edu
2026ME1889,Student_Name_889,ME,4,ME205,student889@college.edu
2026EE1890,Student_Name_890,EE,4,EE408,student890@college.edu
2026ME1891,Student_Name_891,ME,2,ME205,student891@college.edu
2026IT1892,Student_Name_892,IT,2,IT302,student892@college.edu
2026ME1893,Student_Name_893,ME,4,ME205,student893@college.edu
2026IT1894,Student_Name_894,IT,3,IT302,student894@college.edu
2026CE1895,Student_Name_895,CE,1,CE101,student895@college.edu
2026CE1896,Student_Name_896,CE,1,CE101,student896@college.edu
2026CE1897,Student_Name_897,CE,3,CE101,student897@college.edu
2026IT1898,Student_Name_898,IT,2,IT302,student898@college.edu
2026EE1899,Student_Name_899,EE,1,EE408,student899@college.edu
2026EE1900,Student_Name_900,EE,2,EE408,student900@college.edu
2026ME1901,Student_Name_901,ME,1,ME205,student901@college.edu
2026CE1902,Student_Name_902,CE,2,CE101,student902@college.edu
2026EE1903,Student_Name_903,EE,1,EE408,student903@college.edu
2026EE1904,Student_Name_904,EE,1,EE408,student904@college.edu
2026CS1905,Student_Name_905,CS,3,CS401,student905@college.edu
2026EE1906,Student_Name_906,EE,1,EE408,student906@college.edu
2026CS1907,Student_Name_907,CS,2,CS401,student907@college.edu
2026CE1908,Student_Name_908,CE,4,CE101,student908@college.edu
2026EE1909,Student_Name_909,EE,3,EE408,student909@college.edu
2026EE1910,Student_Name_910,EE,1,EE408,student910@college.edu
2026IT1911,Student_Name_911,IT,2,IT302,student911@college.edu
2026ME1912,Student_Name_912,ME,1,ME205,student912@college.edu
2026EE1913,Student_Name_913,EE,4,EE408,student913@college.edu
2026IT1914,Student_Name_914,IT,3,IT302,student914@college.edu
2026CE1915,Student_Name_915,CE,1,CE101,student915@college.edu
2026EE1916,Student_Name_916,EE,4,EE408,student916@college.edu
2026CE1917,Student_Name_917,CE,4,CE101,student917@college.edu
2026CS1918,Student_Name_918,CS,3,CS401,student918@college.edu
2026ME1919,Student_Name_919,ME,3,ME205,student919@college.edu
2026CS1920,Student_Name_920,CS,2,CS401,student920@college.edu
2026CE1921,Student_Name_921,CE,3,CE101,student921@college.edu
2026IT1922,Student_Name_922,IT,2,IT302,student922@college.edu
2026CS1923,Student_Name_923,CS,1,CS401,student923@college.edu
2026CS1924,Student_Name_924,CS,3,CS401,student924@college.edu
2026ME1925,Student_Name_925,ME,1,ME205,student925@college.edu
2026CS1926,Student_Name_926,CS,3,CS401,student926@college.edu
2026CS1927,Student_Name_927,CS,1,CS401,student927@college.edu
2026CE1928,Student_Name_928,CE,2,CE101,student928@college.edu
2026IT1929,Student_Name_929,IT,1,IT302,student929@college.edu
2026IT1930,Student_Name_930,IT,3,IT302,student930@college.edu
2026CE1931,Student_Name_931,CE,1,CE101,student931@college.edu
2026IT1932,Student_Name_932,IT,1,IT302,student932@college.edu
2026CE1933,Student_Name_933,CE,1,CE101,student933@college.edu
2026EE1934,Student_Name_934,EE,3,EE408,student934@college.edu
2026EE1935,Student_Name_935,EE,1,EE408,student935@college.edu
2026ME1936,Student_Name_936,ME,1,ME205,student936@college.edu
2026IT1937,Student_Name_937,IT,1,IT302,student937@college.edu
2026CS1938,Student_Name_938,CS,4,CS401,student938@college.edu
2026CS1939,Student_Name_939,CS,2,CS401,student939@college.edu
2026ME1940,Student_Name_940,ME,2,ME205,student940@college.edu
2026ME1941,Student_Name_941,ME,4,ME205,student941@college.edu
2026EE1942,Student_Name_942,EE,3,EE408,student942@college.edu
2026CS1943,Student_Name_943,CS,3,CS401,student943@college.edu
2026EE1944,Student_Name_944,EE,2,EE408,student944@college.edu
2026CE1945,Student_Name_945,CE,1,CE101,student945@college.edu
2026CS1946,Student_Name_946,CS,4,CS401,student946@college.edu
2026CS1947,Student_Name_947,CS,2,CS401,student947@college.edu
2026CS1948,Student_Name_948,CS,4,CS401,student948@college.edu
2026CS1949,Student_Name_949,CS,1,CS401,student949@college.edu
2026CE1950,Student_Name_950,CE,3,CE101,student950@college.edu
2026ME1951,Student_Name_951,ME,3,ME205,student951@college.edu
2026CE1952,Student_Name_952,CE,2,CE101,student952@college.edu
2026IT1953,Student_Name_953,IT,2,IT302,student953@college.edu
2026EE1954,Student_Name_954,EE,1,EE408,student954@college.edu
2026ME1955,Student_Name_955,ME,2,ME205,student955@college.edu
2026ME1956,Student_Name_956,ME,2,ME205,student956@college.edu
2026ME1957,Student_Name_957,ME,1,ME205,student957@college.edu
2026EE1958,Student_Name_958,EE,1,EE408,student958@college.edu
2026IT1959,Student_Name_959,IT,1,IT302,student959@college.edu
2026CE1960,Student_Name_960,CE,3,CE101,student960@college.edu
2026ME1961,Student_Name_961,ME,2,ME205,student961@college.edu
2026EE1962,Student_Name_962,EE,1,EE408,student962@college.edu
2026CE1963,Student_Name_963,CE,3,CE101,student963@college.edu
2026CE1964,Student_Name_964,CE,3,CE101,student964@college.edu
2026EE1965,Student_Name_965,EE,1,EE408,student965@college.edu
2026CS1966,Student_Name_966,CS,3,CS401,student966@college.edu
2026ME1967,Student_Name_967,ME,4,ME205,student967@college.edu
2026IT1968,Student_Name_968,IT,2,IT302,student968@college.edu
2026EE1969,Student_Name_969,EE,4,EE408,student969@college.edu
2026EE1970,Student_Name_970,EE,1,EE408,student970@college.edu
2026EE1971,Student_Name_971,EE,3,EE408,student971@college.edu
2026ME1972,Student_Name_972,ME,2,ME205,student972@college.edu
2026CS1973,Student_Name_973,CS,3,CS401,student973@college.edu
2026CE1974,Student_Name_974,CE,2,CE101,student974@college.edu
2026CE1975,Student_Name_975,CE,1,CE101,student975@college.edu
2026CE1976,Student_Name_976,CE,2,CE101,student976@college.edu
2026EE1977,Student_Name_977,EE,2,EE408,student977@college.edu
2026CS1978,Student_Name_978,CS,3,CS401,student978@college.edu
2026IT1979,Student_Name_979,IT,3,IT302,student979@college.edu
2026CE1980,Student_Name_980,CE,1,CE101,student980@college.edu
2026CE1981,Student_Name_981,CE,3,CE101,student981@college.edu
2026IT1982,Student_Name_982,IT,1,IT302,student982@college.edu
2026CE1983,Student_Name_983,CE,4,CE101,student983@college.edu
2026EE1984,Student_Name_984,EE,3,EE408,student984@college.edu
2026CS1985,Student_Name_985,CS,3,CS401,student985@college.edu
2026CS1986,Student_Name_986,CS,3,CS401,student986@college.edu
2026CE1987,Student_Name_987,CE,1,CE101,student987@college.edu
2026CE1988,Student_Name_988,CE,1,CE101,student988@college.edu
2026CS1989,Student_Name_989,CS,4,CS401,student989@college.edu
2026ME1990,Student_Name_990,ME,3,ME205,student990@college.edu
2026ME1991,Student_Name_991,ME,4,ME205,student991@college.edu
2026EE1992,Student_Name_992,EE,4,EE408,student992@college.edu
2026CE1993,Student_Name_993,CE,3,CE101,student993@college.edu
2026CS1994,Student_Name_994,CS,4,CS401,student994@college.edu
2026IT1995,Student_Name_995,IT,4,IT302,student995@college.edu
2026CS1996,Student_Name_996,CS,1,CS401,student996@college.edu
2026IT1997,Student_Name_997,IT,2,IT302,student997@college.edu
2026EE1998,Student_Name_998,EE,3,EE408,student998@college.edu
2026ME1999,Student_Name_999,ME,2,ME205,student999@college.edu
2026IT2000,Student_Name_1000,IT,4,IT302,student1000@college.edu
2026IT2001,Student_Name_1001,IT,4,IT302,student1001@college.edu
2026CE2002,Student_Name_1002,CE,3,CE101,student1002@college.edu
2026ME2003,Student_Name_1003,ME,3,ME205,student1003@college.edu
2026ME2004,Student_Name_1004,ME,3,ME205,student1004@college.edu
2026IT2005,Student_Name_1005,IT,3,IT302,student1005@college.edu
2026EE2006,Student_Name_1006,EE,3,EE408,student1006@college.edu
2026ME2007,Student_Name_1007,ME,4,ME205,student1007@college.edu
2026EE2008,Student_Name_1008,EE,2,EE408,student1008@college.edu
2026CS2009,Student_Name_1009,CS,1,CS401,student1009@college.edu
2026ME2010,Student_Name_1010,ME,3,ME205,student1010@college.edu
2026EE2011,Student_Name_1011,EE,1,EE408,student1011@college.edu
2026CS2012,Student_Name_1012,CS,1,CS401,student1012@college.edu
2026CS2013,Student_Name_1013,CS,4,CS401,student1013@college.edu
2026CS2014,Student_Name_1014,CS,4,CS401,student1014@college.edu
2026IT2015,Student_Name_1015,IT,2,IT302,student1015@college.edu
2026IT2016,Student_Name_1016,IT,2,IT302,student1016@college.edu
2026CE2017,Student_Name_1017,CE,3,CE101,student1017@college.edu
2026EE2018,Student_Name_1018,EE,3,EE408,student1018@college.edu
2026CE2019,Student_Name_1019,CE,1,CE101,student1019@college.edu
2026CE2020,Student_Name_1020,CE,4,CE101,student1020@college.edu
2026ME2021,Student_Name_1021,ME,3,ME205,student1021@college.edu
2026IT2022,Student_Name_1022,IT,2,IT302,student1022@college.edu
2026CE2023,Student_Name_1023,CE,4,CE101,student1023@college.edu
2026EE2024,Student_Name_1024,EE,3,EE408,student1024@college.edu
2026IT2025,Student_Name_1025,IT,3,IT302,student1025@college.edu
2026ME2026,Student_Name_1026,ME,2,ME205,student1026@college.edu
2026EE2027,Student_Name_1027,EE,3,EE408,student1027@college.edu
2026EE2028,Student_Name_1028,EE,2,EE408,student1028@college.edu
2026CS2029,Student_Name_1029,CS,2,CS401,student1029@college.edu
2026ME2030,Student_Name_1030,ME,4,ME205,student1030@college.edu
2026IT2031,Student_Name_1031,IT,1,IT302,student1031@college.edu
2026IT2032,Student_Name_1032,IT,3,IT302,student1032@college.edu
2026ME2033,Student_Name_1033,ME,3,ME205,student1033@college.edu
2026ME2034,Student_Name_1034,ME,1,ME205,student1034@college.edu
2026EE2035,Student_Name_1035,EE,2,EE408,student1035@college.edu
2026ME2036,Student_Name_1036,ME,2,ME205,student1036@college.edu
2026EE2037,Student_Name_1037,EE,2,EE408,student1037@college.edu
2026EE2038,Student_Name_1038,EE,2,EE408,student1038@college.edu
2026ME2039,Student_Name_1039,ME,2,ME205,student1039@college.edu
2026EE2040,Student_Name_1040,EE,4,EE408,student1040@college.edu
2026IT2041,Student_Name_1041,IT,3,IT302,student1041@college.edu
2026IT2042,Student_Name_1042,IT,3,IT302,student1042@college.edu
2026CS2043,Student_Name_1043,CS,4,CS401,student1043@college.edu
2026IT2044,Student_Name_1044,IT,3,IT302,student1044@college.edu
2026CE2045,Student_Name_1045,CE,2,CE101,student1045@college.edu
2026CS2046,Student_Name_1046,CS,2,CS401,student1046@college.edu
2026CS2047,Student_Name_1047,CS,3,CS401,student1047@college.edu
2026ME2048,Student_Name_1048,ME,4,ME205,student1048@college.edu
2026ME2049,Student_Name_1049,ME,2,ME205,student1049@college.edu
2026ME2050,Student_Name_1050,ME,2,ME205,student1050@college.edu
2026IT2051,Student_Name_1051,IT,4,IT302,student1051@college.edu
2026ME2052,Student_Name_1052,ME,4,ME205,student1052@college.edu
2026ME2053,Student_Name_1053,ME,1,ME205,student1053@college.edu
2026CS2054,Student_Name_1054,CS,1,CS401,student1054@college.edu
2026EE2055,Student_Name_1055,EE,4,EE408,student1055@college.edu
2026EE2056,Student_Name_1056,EE,3,EE408,student1056@college.edu
2026CS2057,Student_Name_1057,CS,1,CS401,student1057@college.edu
2026IT2058,Student_Name_1058,IT,2,IT302,student1058@college.edu
2026CS2059,Student_Name_1059,CS,4,CS401,student1059@college.edu
2026EE2060,Student_Name_1060,EE,3,EE408,student1060@college.edu
2026CS2061,Student_Name_1061,CS,3,CS401,student1061@college.edu
2026CS2062,Student_Name_1062,CS,4,CS401,student1062@college.edu
2026ME2063,Student_Name_1063,ME,1,ME205,student1063@college.edu
2026CE2064,Student_Name_1064,CE,2,CE101,student1064@college.edu
2026ME2065,Student_Name_1065,ME,3,ME205,student1065@college.edu
2026EE2066,Student_Name_1066,EE,1,EE408,student1066@college.edu
2026CS2067,Student_Name_1067,CS,3,CS401,student1067@college.edu
2026CS2068,Student_Name_1068,CS,1,CS401,student1068@college.edu
2026EE2069,Student_Name_1069,EE,1,EE408,student1069@college.edu
2026IT2070,Student_Name_1070,IT,3,IT302,student1070@college.edu
2026IT2071,Student_Name_1071,IT,4,IT302,student1071@college.edu
2026CE2072,Student_Name_1072,CE,2,CE101,student1072@college.edu
2026IT2073,Student_Name_1073,IT,1,IT302,student1073@college.edu
2026EE2074,Student_Name_1074,EE,1,EE408,student1074@college.edu
2026ME2075,Student_Name_1075,ME,2,ME205,student1075@college.edu
2026CS2076,Student_Name_1076,CS,3,CS401,student1076@college.edu
2026ME2077,Student_Name_1077,ME,2,ME205,student1077@college.edu
2026ME2078,Student_Name_1078,ME,4,ME205,student1078@college.edu
2026ME2079,Student_Name_1079,ME,1,ME205,student1079@college.edu
2026IT2080,Student_Name_1080,IT,4,IT302,student1080@college.edu
2026CS2081,Student_Name_1081,CS,4,CS401,student1081@college.edu
2026CS2082,Student_Name_1082,CS,3,CS401,student1082@college.edu
2026CS2083,Student_Name_1083,CS,3,CS401,student1083@college.edu
2026EE2084,Student_Name_1084,EE,2,EE408,student1084@college.edu
2026ME2085,Student_Name_1085,ME,1,ME205,student1085@college.edu
2026EE2086,Student_Name_1086,EE,2,EE408,student1086@college.edu
2026CS2087,Student_Name_1087,CS,1,CS401,student1087@college.edu
2026EE2088,Student_Name_1088,EE,4,EE408,student1088@college.edu
2026ME2089,Student_Name_1089,ME,1,ME205,student1089@college.edu
2026IT2090,Student_Name_1090,IT,4,IT302,student1090@college.edu
2026ME2091,Student_Name_1091,ME,4,ME205,student1091@college.edu
2026CS2092,Student_Name_1092,CS,2,CS401,student1092@college.edu
2026ME2093,Student_Name_1093,ME,4,ME205,student1093@college.edu
2026ME2094,Student_Name_1094,ME,4,ME205,student1094@college.edu
2026IT2095,Student_Name_1095,IT,1,IT302,student1095@college.edu
2026CS2096,Student_Name_1096,CS,1,CS401,student1096@college.edu
2026CS2097,Student_Name_1097,CS,2,CS401,student1097@college.edu
2026EE2098,Student_Name_1098,EE,2,EE408,student1098@college.edu
2026CS2099,Student_Name_1099,CS,4,CS401,student1099@college.edu
2026CE2100,Student_Name_1100,CE,2,CE101,student1100@college.edu
2026EE2101,Student_Name_1101,EE,2,EE408,student1101@college.edu
2026CS2102,Student_Name_1102,CS,3,CS401,student1102@college.edu
2026IT2103,Student_Name_1103,IT,2,IT302,student1103@college.edu
2026IT2104,Student_Name_1104,IT,1,IT302,student1104@college.edu
2026ME2105,Student_Name_1105,ME,1,ME205,student1105@college.edu
2026CS2106,Student_Name_1106,CS,1,CS401,student1106@college.edu
2026IT2107,Student_Name_1107,IT,3,IT302,student1107@college.edu
2026EE2108,Student_Name_1108,EE,3,EE408,student1108@college.edu
2026ME2109,Student_Name_1109,ME,3,ME205,student1109@college.edu
2026EE2110,Student_Name_1110,EE,1,EE408,student1110@college.edu
2026CS2111,Student_Name_1111,CS,1,CS401,student1111@college.edu
2026ME2112,Student_Name_1112,ME,4,ME205,student1112@college.edu
2026CE2113,Student_Name_1113,CE,3,CE101,student1113@college.edu
2026CE2114,Student_Name_1114,CE,2,CE101,student1114@college.edu
2026CE2115,Student_Name_1115,CE,3,CE101,student1115@college.edu
2026ME2116,Student_Name_1116,ME,4,ME205,student1116@college.edu
2026EE2117,Student_Name_1117,EE,3,EE408,student1117@college.edu
2026CS2118,Student_Name_1118,CS,3,CS401,student1118@college.edu
2026CE2119,Student_Name_1119,CE,2,CE101,student1119@college.edu
2026ME2120,Student_Name_1120,ME,4,ME205,student1120@college.edu
2026CE2121,Student_Name_1121,CE,1,CE101,student1121@college.edu
2026IT2122,Student_Name_1122,IT,2,IT302,student1122@college.edu
2026CS2123,Student_Name_1123,CS,4,CS401,student1123@college.edu
2026EE2124,Student_Name_1124,EE,1,EE408,student1124@college.edu
2026ME2125,Student_Name_1125,ME,2,ME205,student1125@college.edu
2026IT2126,Student_Name_1126,IT,3,IT302,student1126@college.edu
2026EE2127,Student_Name_1127,EE,2,EE408,student1127@college.edu
2026EE2128,Student_Name_1128,EE,4,EE408,student1128@college.edu
2026CS2129,Student_Name_1129,CS,4,CS401,student1129@college.edu
2026CE2130,Student_Name_1130,CE,3,CE101,student1130@college.edu
2026CS2131,Student_Name_1131,CS,1,CS401,student1131@college.edu
2026CE2132,Student_Name_1132,CE,3,CE101,student1132@college.edu
2026CE2133,Student_Name_1133,CE,4,CE101,student1133@college.edu
2026CS2134,Student_Name_1134,CS,3,CS401,student1134@college.edu
2026ME2135,Student_Name_1135,ME,2,ME205,student1135@college.edu
2026IT2136,Student_Name_1136,IT,3,IT302,student1136@college.edu
2026IT2137,Student_Name_1137,IT,2,IT302,student1137@college.edu
2026IT2138,Student_Name_1138,IT,3,IT302,student1138@college.edu
2026IT2139,Student_Name_1139,IT,2,IT302,student1139@college.edu
2026CE2140,Student_Name_1140,CE,2,CE101,student1140@college.edu
2026CS2141,Student_Name_1141,CS,4,CS401,student1141@college.edu
2026ME2142,Student_Name_1142,ME,4,ME205,student1142@college.edu
2026ME2143,Student_Name_1143,ME,4,ME205,student1143@college.edu
2026CS2144,Student_Name_1144,CS,4,CS401,student1144@college.edu
2026CE2145,Student_Name_1145,CE,2,CE101,student1145@college.edu
2026CS2146,Student_Name_1146,CS,1,CS401,student1146@college.edu
2026IT2147,Student_Name_1147,IT,3,IT302,student1147@college.edu
2026CE2148,Student_Name_1148,CE,1,CE101,student1148@college.edu
2026ME2149,Student_Name_1149,ME,3,ME205,student1149@college.edu
2026ME2150,Student_Name_1150,ME,4,ME205,student1150@college.edu
2026EE2151,Student_Name_1151,EE,1,EE408,student1151@college.edu
2026EE2152,Student_Name_1152,EE,3,EE408,student1152@college.edu
2026EE2153,Student_Name_1153,EE,3,EE408,student1153@college.edu
2026IT2154,Student_Name_1154,IT,4,IT302,student1154@college.edu
2026CE2155,Student_Name_1155,CE,3,CE101,student1155@college.edu
2026EE2156,Student_Name_1156,EE,4,EE408,student1156@college.edu
2026IT2157,Student_Name_1157,IT,4,IT302,student1157@college.edu
2026IT2158,Student_Name_1158,IT,2,IT302,student1158@college.edu
2026IT2159,Student_Name_1159,IT,4,IT302,student1159@college.edu
2026ME2160,Student_Name_1160,ME,4,ME205,student1160@college.edu
2026CS2161,Student_Name_1161,CS,2,CS401,student1161@college.edu
2026ME2162,Student_Name_1162,ME,2,ME205,student1162@college.edu
2026CE2163,Student_Name_1163,CE,4,CE101,student1163@college.edu
2026IT2164,Student_Name_1164,IT,1,IT302,student1164@college.edu
2026CS2165,Student_Name_1165,CS,1,CS401,student1165@college.edu
2026CE2166,Student_Name_1166,CE,3,CE101,student1166@college.edu
2026CS2167,Student_Name_1167,CS,4,CS401,student1167@college.edu
2026CS2168,Student_Name_1168,CS,2,CS401,student1168@college.edu
2026ME2169,Student_Name_1169,ME,1,ME205,student1169@college.edu
2026EE2170,Student_Name_1170,EE,2,EE408,student1170@college.edu
2026EE2171,Student_Name_1171,EE,2,EE408,student1171@college.edu
2026IT2172,Student_Name_1172,IT,2,IT302,student1172@college.edu
2026EE2173,Student_Name_1173,EE,3,EE408,student1173@college.edu
2026CE2174,Student_Name_1174,CE,1,CE101,student1174@college.edu
2026CS2175,Student_Name_1175,CS,3,CS401,student1175@college.edu
2026IT2176,Student_Name_1176,IT,2,IT302,student1176@college.edu
2026ME2177,Student_Name_1177,ME,4,ME205,student1177@college.edu
2026CE2178,Student_Name_1178,CE,2,CE101,student1178@college.edu
2026ME2179,Student_Name_1179,ME,4,ME205,student1179@college.edu
2026IT2180,Student_Name_1180,IT,1,IT302,student1180@college.edu
2026ME2181,Student_Name_1181,ME,2,ME205,student1181@college.edu
2026IT2182,Student_Name_1182,IT,1,IT302,student1182@college.edu
2026EE2183,Student_Name_1183,EE,1,EE408,student1183@college.edu
2026EE2184,Student_Name_1184,EE,4,EE408,student1184@college.edu
2026CE2185,Student_Name_1185,CE,3,CE101,student1185@college.edu
2026ME2186,Student_Name_1186,ME,2,ME205,student1186@college.edu
2026CS2187,Student_Name_1187,CS,4,CS401,student1187@college.edu
2026EE2188,Student_Name_1188,EE,4,EE408,student1188@college.edu
2026CE2189,Student_Name_1189,CE,1,CE101,student1189@college.edu
2026CS2190,Student_Name_1190,CS,3,CS401,student1190@college.edu
2026CS2191,Student_Name_1191,CS,4,CS401,student1191@college.edu
2026CS2192,Student_Name_1192,CS,3,CS401,student1192@college.edu
2026CS2193,Student_Name_1193,CS,3,CS401,student1193@college.edu
2026CS2194,Student_Name_1194,CS,3,CS401,student1194@college.edu
2026IT2195,Student_Name_1195,IT,2,IT302,student1195@college.edu
2026CS2196,Student_Name_1196,CS,1,CS401,student1196@college.edu
2026CS2197,Student_Name_1197,CS,2,CS401,student1197@college.edu
2026CE2198,Student_Name_1198,CE,2,CE101,student1198@college.edu
2026IT2199,Student_Name_1199,IT,3,IT302,student1199@college.edu
2026EE2200,Student_Name_1200,EE,2,EE408,student1200@college.edu
2026ME2201,Student_Name_1201,ME,1,ME205,student1201@college.edu
2026CE2202,Student_Name_1202,CE,4,CE101,student1202@college.edu
2026IT2203,Student_Name_1203,IT,4,IT302,student1203@college.edu
2026CE2204,Student_Name_1204,CE,1,CE101,student1204@college.edu
2026IT2205,Student_Name_1205,IT,1,IT302,student1205@college.edu
2026ME2206,Student_Name_1206,ME,3,ME205,student1206@college.edu
2026CE2207,Student_Name_1207,CE,3,CE101,student1207@college.edu
2026ME2208,Student_Name_1208,ME,2,ME205,student1208@college.edu
2026IT2209,Student_Name_1209,IT,4,IT302,student1209@college.edu
2026CE2210,Student_Name_1210,CE,1,CE101,student1210@college.edu
2026ME2211,Student_Name_1211,ME,3,ME205,student1211@college.edu
2026ME2212,Student_Name_1212,ME,4,ME205,student1212@college.edu
2026IT2213,Student_Name_1213,IT,1,IT302,student1213@college.edu
2026CS2214,Student_Name_1214,CS,4,CS401,student1214@college.edu
2026CE2215,Student_Name_1215,CE,3,CE101,student1215@college.edu
2026ME2216,Student_Name_1216,ME,1,ME205,student1216@college.edu
2026ME2217,Student_Name_1217,ME,1,ME205,student1217@college.edu
2026CS2218,Student_Name_1218,CS,4,CS401,student1218@college.edu
2026IT2219,Student_Name_1219,IT,3,IT302,student1219@college.edu
2026EE2220,Student_Name_1220,EE,1,EE408,student1220@college.edu
2026IT2221,Student_Name_1221,IT,3,IT302,student1221@college.edu
2026ME2222,Student_Name_1222,ME,1,ME205,student1222@college.edu
2026ME2223,Student_Name_1223,ME,3,ME205,student1223@college.edu
2026IT2224,Student_Name_1224,IT,2,IT302,student1224@college.edu
2026CS2225,Student_Name_1225,CS,4,CS401,student1225@college.edu
2026EE2226,Student_Name_1226,EE,1,EE408,student1226@college.edu
2026IT2227,Student_Name_1227,IT,3,IT302,student1227@college.edu
2026ME2228,Student_Name_1228,ME,3,ME205,student1228@college.edu
2026IT2229,Student_Name_1229,IT,3,IT302,student1229@college.edu
2026IT2230,Student_Name_1230,IT,2,IT302,student1230@college.edu
2026CE2231,Student_Name_1231,CE,1,CE101,student1231@college.edu
2026EE2232,Student_Name_1232,EE,2,EE408,student1232@college.edu
2026CS2233,Student_Name_1233,CS,4,CS401,student1233@college.edu
2026EE2234,Student_Name_1234,EE,2,EE408,student1234@college.edu
2026IT2235,Student_Name_1235,IT,2,IT302,student1235@college.edu
2026CE2236,Student_Name_1236,CE,4,CE101,student1236@college.edu
2026IT2237,Student_Name_1237,IT,1,IT302,student1237@college.edu
2026CS2238,Student_Name_1238,CS,2,CS401,student1238@college.edu
2026EE2239,Student_Name_1239,EE,4,EE408,student1239@college.edu
2026EE2240,Student_Name_1240,EE,2,EE408,student1240@college.edu
2026IT2241,Student_Name_1241,IT,2,IT302,student1241@college.edu
2026EE2242,Student_Name_1242,EE,4,EE408,student1242@college.edu
2026ME2243,Student_Name_1243,ME,2,ME205,student1243@college.edu
2026IT2244,Student_Name_1244,IT,3,IT302,student1244@college.edu
2026ME2245,Student_Name_1245,ME,2,ME205,student1245@college.edu
2026CS2246,Student_Name_1246,CS,2,CS401,student1246@college.edu
2026CE2247,Student_Name_1247,CE,2,CE101,student1247@college.edu
2026CS2248,Student_Name_1248,CS,3,CS401,student1248@college.edu
2026IT2249,Student_Name_1249,IT,2,IT302,student1249@college.edu
2026IT2250,Student_Name_1250,IT,3,IT302,student1250@college.edu
2026IT2251,Student_Name_1251,IT,2,IT302,student1251@college.edu
2026IT2252,Student_Name_1252,IT,1,IT302,student1252@college.edu
2026ME2253,Student_Name_1253,ME,3,ME205,student1253@college.edu
2026ME2254,Student_Name_1254,ME,2,ME205,student1254@college.edu
2026IT2255,Student_Name_1255,IT,2,IT302,student1255@college.edu
2026CE2256,Student_Name_1256,CE,1,CE101,student1256@college.edu
2026ME2257,Student_Name_1257,ME,4,ME205,student1257@college.edu
2026IT2258,Student_Name_1258,IT,4,IT302,student1258@college.edu
2026ME2259,Student_Name_1259,ME,3,ME205,student1259@college.edu
2026CS2260,Student_Name_1260,CS,4,CS401,student1260@college.edu
2026CE2261,Student_Name_1261,CE,4,CE101,student1261@college.edu
2026CE2262,Student_Name_1262,CE,3,CE101,student1262@college.edu
2026EE2263,Student_Name_1263,EE,4,EE408,student1263@college.edu
2026ME2264,Student_Name_1264,ME,4,ME205,student1264@college.edu
2026CE2265,Student_Name_1265,CE,3,CE101,student1265@college.edu
2026EE2266,Student_Name_1266,EE,4,EE408,student1266@college.edu
2026CS2267,Student_Name_1267,CS,1,CS401,student1267@college.edu
2026IT2268,Student_Name_1268,IT,1,IT302,student1268@college.edu
2026CE2269,Student_Name_1269,CE,3,CE101,student1269@college.edu
2026ME2270,Student_Name_1270,ME,3,ME205,student1270@college.edu
2026IT2271,Student_Name_1271,IT,3,IT302,student1271@college.edu
2026CE2272,Student_Name_1272,CE,3,CE101,student1272@college.edu
2026CE2273,Student_Name_1273,CE,4,CE101,student1273@college.edu
2026EE2274,Student_Name_1274,EE,3,EE408,student1274@college.edu
2026EE2275,Student_Name_1275,EE,4,EE408,student1275@college.edu
2026ME2276,Student_Name_1276,ME,3,ME205,student1276@college.edu
2026IT2277,Student_Name_1277,IT,4,IT302,student1277@college.edu
2026CS2278,Student_Name_1278,CS,2,CS401,student1278@college.edu
2026EE2279,Student_Name_1279,EE,2,EE408,student1279@college.edu
2026CS2280,Student_Name_1280,CS,2,CS401,student1280@college.edu
2026CE2281,Student_Name_1281,CE,4,CE101,student1281@college.edu
2026CS2282,Student_Name_1282,CS,4,CS401,student1282@college.edu
2026IT2283,Student_Name_1283,IT,2,IT302,student1283@college.edu
2026CS2284,Student_Name_1284,CS,4,CS401,student1284@college.edu
2026CS2285,Student_Name_1285,CS,4,CS401,student1285@college.edu
2026ME2286,Student_Name_1286,ME,4,ME205,student1286@college.edu
2026ME2287,Student_Name_1287,ME,1,ME205,student1287@college.edu
2026CE2288,Student_Name_1288,CE,4,CE101,student1288@college.edu
2026CS2289,Student_Name_1289,CS,4,CS401,student1289@college.edu
2026ME2290,Student_Name_1290,ME,4,ME205,student1290@college.edu
